ID,Title,Category,Muscle_Group,Muscles,Equipment,Difficulty,GIF_URL,use_time,Description
667,Band High Fly Male,Strength,Chest,"Chest, Triceps",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/03/37571301-Band-high-fly-male_Chest_720.gif,False,Stand with a resistance band anchored behind
668,Band Standing Chest Press Male,Strength,Chest,"Chest, Triceps",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/03/37801301-Band-Standing-Chest-Press-male_Chest_720.gif,False,Stand with a resistance band anchored behind
669,Band One Arm Twisting Chest Press,Strength,Chest,"Chest, Triceps",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/03/09891301-Band-one-arm-twisting-chest-press_Chest_720.gif,False,Stand with a resistance band anchored behind
670,Run Cardio Fix,Cardio,All,,,1/3,https://fitcron.com/wp-content/uploads/2021/03/06851301-Run_Cardio-FIX_720.gif,True,Run at a steady pace on a treadmill or outdoors
671,Burpee,Cardio,All,,,3/3,https://fitcron.com/wp-content/uploads/2021/03/11601301-Burpee_Cardio_720.gif,True,From standing
672,Dumbbell Burpee,Cardio,All,,Dumbbells,3/3,https://fitcron.com/wp-content/uploads/2021/03/12011301-Dumbbell-burpee_Cardio_720.gif,True,Holding dumbbells
673,Jack Burpee,Cardio,All,,,3/3,https://fitcron.com/wp-content/uploads/2021/03/05011301-Jack-Burpee_Cardio_720.gif,True,Squat down
674,Farmers Walk,Cardio,All,,Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/03/21331301-Farmers-walk_Cardio_720.gif,True,Hold heavy dumbbells or kettlebells in each hand
675,Walking,Cardio,All,,,1/3,https://fitcron.com/wp-content/uploads/2021/03/22581301-Walking_Cardio_720.gif,True,Walk at a moderate pace
676,X Band Side Walk,Cardio,All,,Resistance Bands,2/3,https://fitcron.com/wp-content/uploads/2021/03/29261301-X-Band-Side-Walk_Cardio_720.gif,True,Place a resistance band around thighs
677,Briskly Walking,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/30041301-Briskly-Walking_Cardio_720.gif,True,Walk at a fast pace
678,Butt Kicks Male,Cardio,All,,,1/3,https://fitcron.com/wp-content/uploads/2021/03/30371301-Butt-Kicks-male_Cardio_720.gif,True,Run in place
679,Split Jacks Male,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/31131301-Split-Jacks-male_Cardio_720.gif,True,Perform jumping jacks
680,Mountain Climber,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/06301301-Mountain-Climber_Cardio_720.gif,True,In a plank position
681,Skater Male,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/31091301-Skater-male_Cardio_720.gif,True,Jump laterally to one side
682,Plyo Jacks Male,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/31081301-Plyo-Jacks-male_Cardio_720.gif,True,Perform jumping jacks with explosive jumps
683,Jumping Jack Male,Cardio,All,,,1/3,https://fitcron.com/wp-content/uploads/2021/03/30941301-Jumping-Jack-male_Cardio_720.gif,True,Jump to spread legs and raise arms overhead
684,High Knee Squat Male,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/30921301-High-Knee-Squat-male_Cardio_720.gif,True,Squat down
685,High Knee Skips Male,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/30911301-High-Knee-Skips-male_Cardio_720.gif,True,Skip in place
686,Elbow To Knee Twists Male,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/30861301-Elbow-To-Knee-Twists-male_Cardio_720.gif,True,Stand and alternate lifting one knee to touch the opposite elbow
687,Quick Feet Run,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/31961301-Quick-Feet-Run_Cardio_720.gif,True,Run in place with rapid
688,Prancing,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/31971301-Prancing_Cardio_720.gif,True,Run in place with exaggerated high knee lifts
689,Zigzag Hopes,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/31981301-ZigZag-Hopes_Cardio_720.gif,True,Hop side to side in a zigzag pattern
690,Skips,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/31991301-Skips_Cardio_720.gif,True,Skip forward
691,Quickly Trot In Place,Cardio,All,,,1/3,https://fitcron.com/wp-content/uploads/2021/03/35891301-Quickly-Trot-in-place_Cardio_720.gif,True,Trot in place with quick
692,High Knee Against Wall,Cardio,All,,,1/3,https://fitcron.com/wp-content/uploads/2021/03/36361301-High-Knee-against-wall_Cardio_720.gif,True,Stand facing a wall
693,Quick Feet Version 2,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/35521301-Quick-Feet-VERSION-2_Cardio_720.gif,True,Run in place with very fast
694,Push To Run,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/36381301-Push-to-Run_Cardio_720.gif,True,From a crouched position
695,Wheel Run,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/36371301-Wheel-Run_Cardio_720.gif,True,Run in place with a circular arm motion
696,Short Stride Run,Cardio,All,,,1/3,https://fitcron.com/wp-content/uploads/2021/03/36561301-Short-Stride-Run_Cardio_720.gif,True,Run with short
697,Walking High Knees Lunge,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/36551301-Walking-High-Knees-Lunge_Cardio_720.gif,True,Step forward into a lunge
698,Back And Forth Step,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/36721301-Back-And-Forth-Step_Cardio_720.gif,True,Step forward and backward rapidly
699,Ski Step,Cardio,All,,,1/3,https://fitcron.com/wp-content/uploads/2021/03/36711301-Ski-Step_Cardio_720.gif,True,Step side to side in a skiing motion
700,Side Shuttle,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/35511301-Side-Shuttle_Cardio_720.gif,True,Shuffle laterally back and forth
701,Alternate Punching,Cardio,All,,,1/3,https://fitcron.com/wp-content/uploads/2021/03/35311301-Alternate-Punching_Cardio_720.gif,True,Stand and alternate rapid punches forward
702,Boxer Shuffle,Cardio,All,,,1/3,https://fitcron.com/wp-content/uploads/2021/03/35321301-Boxer-Shuffle_Cardio_720.gif,True,Shuffle side to side in a boxer stance
703,High Knee Run,Cardio,All,,,1/3,https://fitcron.com/wp-content/uploads/2021/03/35561301-High-Knee-Run_Cardio_720.gif,True,Run in place or forward
704,Cardio Lunge,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/37081301-Cardio-Lunge_Cardio_720.gif,True,Step forward into a lunge
705,Squat Tuck Jump,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/37061301-Squat-Tuck-Jump_Cardio_720.gif,True,Squat down
706,Tuck Jump Version 2,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/37001301-Tuck-Jump-VERSION-2_Cardio_720.gif,True,Jump explosively
707,High Knee Sprints,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/37011301-High-Knee-Sprints_Cardio_720.gif,True,Sprint forward or in place
708,Jump Step Up Male,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/37651301-Jump-Step-Up-male_Cardio_720.gif,True,Step onto a box or bench
709,Backwards Run,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/42581301-Backwards-Run_Cardio_720.gif,True,Run backward with short steps
710,Duck Walk Male,Cardio,All,,,2/3,https://fitcron.com/wp-content/uploads/2021/03/38671301-Duck-Walk-male_Cardio_720.gif,True,Walk in a low squat position
711,Walking On Stepmill,Cardio,All,,Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/23111301-Walking-on-Stepmill_Thighs_720.gif,True,Walk on a stepmill
712,Elliptical Machine Walk,Cardio,All,,Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/21921301-Elliptical-Machine-Walk_Cardio_720.gif,True,Use an elliptical machine
713,Walk Wave Machine,Cardio,All,,Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/21401301-Walk-Wave-Machine_Cardio_720.gif,True,Use a wave machine
714,Hands Bike,Cardio,All,,Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/21391301-Hands-bike_Cardio_720.gif,True,Use a hand bike machine
715,Stationary Bike Run Version 4,Cardio,All,,Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/22791301-Stationary-Bike-Run-version-4_Cardio_720.gif,True,Cycle on a stationary bike at a fast pace
716,Stationary Bike Run Version 3,Cardio,All,,Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/21381301-Stationary-Bike-Run-version-3_Cardio_720.gif,True,Cycle on a stationary bike at a moderate pace
717,Rowing With Rowing Machine,Cardio,All,,Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/11611301-Rowing-with-rowing-machine_Cardio_720.gif,True,Row on a rowing machine
718,Walking On Incline Treadmill,Cardio,All,,Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/36661301-Walking-on-Incline-Treadmill_Cardio_720.gif,True,Walk on a treadmill set to an incline
719,Run Equipment,Cardio,All,,Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/06841301-Run-equipment_Cardio_720.gif,True,Run on a treadmill or other cardio machine
720,Bicycle Recline Walk,Cardio,All,,Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/21931301-Bicycle-Recline-Walk_Cardio_720.gif,True,Cycle on a recumbent bike
721,Assault Bike Run,Cardio,All,,Machine,3/3,https://fitcron.com/wp-content/uploads/2021/03/38931301-Assault-Bike-Run_Cardio_720.gif,True,Cycle on an assault bike
722,High Knee Jump Rope Male,Cardio,All,,Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/36771301-High-Knee-Jump-Rope-male_Cardio_720.gif,True,Jump rope while lifting knees high with each jump
723,Skip Jump Rope Male,Cardio,All,,Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/36761301-Skip-Jump-Rope-male_Cardio_720.gif,True,Jump rope with a skipping motion
724,High Jump Rope Male,Cardio,All,,Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/36781301-High-Jump-Rope-male_Cardio_720.gif,True,Jump rope with high jumps
725,Side To Side Jump Rope Male,Cardio,All,,Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/36751301-Side-to-Side-Jump-Rope-male_Cardio_720.gif,True,Jump rope while moving side to side
726,Jump Rope Male,Cardio,All,,Other,1/3,https://fitcron.com/wp-content/uploads/2021/03/26121301-Jump-Rope-male_Cardio_720.gif,True,Jump rope with a steady rhythm
727,Weighted Lying Neck Flexion,Strength,Neck,Neck,Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/10431301-Weighted-Lying-Neck-Flexion_neck_720.gif,False,Lie on a bench with a weight on forehead
728,Weighted Lying Neck Extension,Strength,Neck,"Neck, Upper traps",Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/10421301-Weighted-Lying-Neck-Extension_neck_720.gif,False,Lie face down on a bench with a weight on back of head
729,Weighted Seated Neck Extension With Head Harness,Strength,Neck,"Neck, Upper traps",Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/08481301-Weighted-Seated-Neck-Extension-with-head-harness_Neck_720.gif,False,Sit with a weighted head harness
730,Weighted Lying Side Lifting Head With Head Harness,Strength,Neck,Neck,"Flat Bench, Other",2/3,https://fitcron.com/wp-content/uploads/2021/03/08381301-Weighted-Lying-Side-Lifting-Head-with-head-harness_Neck_720.gif,False,Lie on your side with a weighted head harness
731,Cable Seated Neck Flexion With Head Harness,Strength,Neck,Neck,"Cable, Other",2/3,https://fitcron.com/wp-content/uploads/2021/03/24121301-Cable-Seated-Neck-Flexion-with-head-harness_Neck_720.gif,False,Sit with a cable attached to a head harness
732,Cable Seated Neck Extension With Head Harness,Strength,Neck,"Neck, Upper traps","Cable, Other",2/3,https://fitcron.com/wp-content/uploads/2021/03/24111301-Cable-Seated-Neck-Extension-with-head-harness_Neck_720.gif,False,Sit with a cable attached to a head harness
733,Lever Neck Right Side Flexion Plate Loaded,Strength,Neck,Neck,Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/22841301-Lever-Neck-Right-Side-Flexion-plate-loaded_Neck_720.gif,False,Sit in a lever machine
734,Lever Neck Extension Plate Loaded,Strength,Neck,"Neck, Upper traps",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/22821301-Lever-Neck-Extension-plate-loaded_Neck_720.gif,False,Sit in a lever machine
735,Cable One Arm Wrist Curl,Strength,Arms,Forearms,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/03/41631301-Cable-One-Arm-Wrist-Curl_Forearms_720.gif,False,Stand at a cable machine
736,Cable Standing Back Wrist Curl,Strength,Arms,Forearms,Cable,2/3,https://fitcron.com/wp-content/uploads/2021/03/02241301-Cable-Standing-Back-Wrist-Curl_Forearms_720.gif,False,Stand holding a cable handle behind back
737,Cable Wrist Curl,Strength,Arms,Forearms,Cable,1/3,https://fitcron.com/wp-content/uploads/2021/03/02471301-Cable-Wrist-Curl_Forearm_720.gif,False,Stand at a cable machine
738,Cable Reverse Wrist Curl,Strength,Arms,Forearms,Cable,1/3,https://fitcron.com/wp-content/uploads/2021/03/02101301-Cable-Reverse-Wrist-Curl_Forearm_720.gif,False,Stand at a cable machine with an underhand grip
739,Hand Spring Wrist Curl,Strength,Arms,Forearms,Other,1/3,https://fitcron.com/wp-content/uploads/2021/03/33451301-Hand-Spring-Wrist-Curl_Hands_720.gif,False,Hold a hand spring
740,Wrist Roller,Strength,Arms,Forearms,Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/08591301-Wrist-Roller_Forearms_720.gif,False,Hold a wrist roller with weight attached
741,Dumbbell Seated One Arm Rotate,Strength,Arms,Forearms,Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/03/03991301-Dumbbell-Seated-One-Arm-Rotate_Forearms_720.gif,False,Sit holding a dumbbell
742,Dumbbell One Arm Seated Neutral Wrist Curl,Strength,Arms,Forearms,Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/03/14151301-Dumbbell-One-Arm-Seated-Neutral-Wrist-Curl_Forearms_720.gif,False,Sit holding a dumbbell with a neutral grip
743,Dumbbell One Arm Revers Wrist Curl,Strength,Arms,Forearms,Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/03/03581301-Dumbbell-One-arm-Revers-Wrist-Curl_Forearms_720.gif,False,Sit holding a dumbbell with an underhand grip
744,Dumbbell One Arm Wrist Curl Forearm Sfix,Strength,Arms,Forearms,Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/03/03641301-Dumbbell-One-arm-Wrist-Curl_Forearm-SFIX_720.gif,False,Sit holding a dumbbell
745,Barbell Incline Wrist Curl With Chest Support,Strength,Arms,Forearms,"Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/39871301-Barbell-Incline-Wrist-Curl-with-Chest-Support_Forearms_720.gif,False,Lie face down on an incline bench holding a barbell
746,Barbell Standing Back Wrist Curl,Strength,Arms,Forearms,Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/03/01041301-Barbell-Standing-Back-Wrist-Curl_Forearms_720.gif,False,Stand holding a barbell behind back
747,Barbell Behind Back Finger Curl,Strength,Arms,Forearms,Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/03/16101301-Barbell-Behind-Back-Finger-Curl_Forearms_720.gif,False,Stand holding a barbell behind back
748,Finger Curls,Strength,Arms,Forearms,Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/03/04551301-Finger-Curls_Forearms_720.gif,False,Hold a barbell
749,Barbell Revers Wrist Curl Ii,Strength,Arms,Forearms,Barbell,1/3,https://fitcron.com/wp-content/uploads/2021/03/00791301-Barbell-Revers-Wrist-Curl-II_Forearms_720.gif,False,Hold a barbell with an underhand grip
750,Barbell Wrist Curl Ii,Strength,Arms,Forearms,Barbell,1/3,https://fitcron.com/wp-content/uploads/2021/03/01251301-Barbell-Wrist-Curl-II_Forearms_720.gif,False,Hold a barbell
751,Band Reverse Wrist Curl,Strength,Arms,Forearms,Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/03/09941301-Band-reverse-wrist-curl_Forearms_720.gif,False,Hold a resistance band with an underhand grip
752,Band Wrist Curl,Strength,Arms,Forearms,Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/03/10161301-Band-wrist-curl_Forearms_720.gif,False,Hold a resistance band
